lap_id,driver,segment,corner,sector,start_m,end_m,seg_time_s,v_entry_kph,v_min_kph,v_exit_kph
74,SAR,6,T7,2,1581.8,1876.2,5.8411,309.0,113.7,185.0
74,SAR,7,T8,2,1876.2,2085.2,6.2249,185.0,79.8,174.0
74,SAR,8,T9,2,2085.2,2389.9,6.8221,174.0,104.9,234.8
74,SAR,9,T10,2,2389.9,2675.7,5.3709,234.8,133.2,157.1
74,SAR,10,T11,2,2675.7,2797.5,3.4453,157.1,104.5,135.0
74,SAR,11,T12,2,2797.5,2924.8,2.5765,135.0,135.0,211.2
74,SAR,12,T13,2,2924.8,3290.5,8.8375,211.2,64.1,256.3
74,SAR,13,T14,3,3290.5,3683.3,8.2071,256.3,91.0,195.1
74,SAR,14,T15,3,3683.3,4040.2,5.0722,195.1,195.1,281.7
74,SAR,15,T16,3,4040.2,4318.8,5.0233,281.7,106.8,113.0
74,SAR,16,T17,3,4318.8,4478.7,3.5573,113.0,113.0,211.7
74,SAR,17,T18,3,4478.7,4673.0,3.128,211.7,196.8,196.8
74,SAR,18,T19,3,4673.0,4887.3,3.3559,196.8,196.8,260.9
75,SAR,0,T1,1,0.0,435.8,6.6901,263.0,132.5,138.9
75,SAR,1,T2,1,435.8,504.1,1.6561,138.9,121.8,121.8
75,SAR,2,T3,1,504.1,611.9,3.6755,121.8,85.2,133.0
75,SAR,3,T4,1,611.9,827.8,3.6612,133.0,133.0,254.3
75,SAR,4,T5,1,827.8,1184.6,6.5572,254.3,153.4,266.5
75,SAR,5,T6,1,1184.6,1581.8,4.7569,266.5,266.5,314.0
75,SAR,6,T7,2,1581.8,1876.2,5.9496,314.0,113.7,200.4
75,SAR,7,T8,2,1876.2,2085.2,6.2179,200.4,81.7,179.1
75,SAR,8,T9,2,2085.2,2389.9,6.2538,179.1,120.7,247.0
75,SAR,9,T10,2,2389.9,2675.7,5.3099,247.0,140.5,167.6
75,SAR,10,T11,2,2675.7,2797.5,3.3615,167.6,107.9,153.3
75,SAR,11,T12,2,2797.5,2924.8,2.3984,153.3,153.3,210.2
75,SAR,12,T13,2,2924.8,3290.5,8.9059,210.2,67.7,261.8
75,SAR,13,T14,3,3290.5,3683.3,8.2402,261.8,87.2,205.1
75,SAR,14,T15,3,3683.3,4040.2,4.9331,205.1,205.1,286.1
75,SAR,15,T16,3,4040.2,4318.8,5.1435,286.1,109.2,124.8
75,SAR,16,T17,3,4318.8,4478.7,3.4875,124.8,124.8,215.3
75,SAR,17,T18,3,4478.7,4673.0,3.1207,215.3,195.9,195.9
75,SAR,18,T19,3,4673.0,4887.3,3.2519,195.9,195.9,261.8
76,SAR,0,T1,1,0.0,435.8,6.4056,261.4,133.7,136.1
76,SAR,1,T2,1,435.8,504.1,1.6429,136.1,135.8,135.8
76,SAR,2,T3,1,504.1,611.9,3.6684,135.8,91.2,138.5
76,SAR,3,T4,1,611.9,827.8,3.7018,138.5,138.5,250.4
76,SAR,4,T5,1,827.8,1184.6,6.4334,250.4,150.1,260.1
76,SAR,5,T6,1,1184.6,1581.8,4.8494,260.1,260.1,309.4
76,SAR,6,T7,2,1581.8,1876.2,5.889,309.4,112.6,189.8
76,SAR,7,T8,2,1876.2,2085.2,6.1213,189.8,82.4,174.1
76,SAR,8,T9,2,2085.2,2389.9,6.371,174.1,125.6,243.9
76,SAR,9,T10,2,2389.9,2675.7,5.4566,243.9,127.3,141.7
76,SAR,10,T11,2,2675.7,2797.5,3.3711,141.7,106.5,147.3
76,SAR,11,T12,2,2797.5,2924.8,2.4624,147.3,147.3,211.9
76,SAR,12,T13,2,2924.8,3290.5,8.7589,211.9,68.7,260.2
76,SAR,13,T14,3,3290.5,3683.3,8.0738,260.2,92.0,203.1
76,SAR,14,T15,3,3683.3,4040.2,4.9812,203.1,203.1,283.8
76,SAR,15,T16,3,4040.2,4318.8,4.9994,283.8,109.5,120.1
76,SAR,16,T17,3,4318.8,4478.7,3.615,120.1,120.1,209.0
76,SAR,17,T18,3,4478.7,4673.0,3.1441,209.0,197.0,197.0
76,SAR,18,T19,3,4673.0,4887.3,3.3065,197.0,197.0,261.8
77,STR,0,T1,1,0.0,435.8,6.2877,259.9,133.3,133.3
77,STR,1,T2,1,435.8,504.1,1.6462,133.3,133.3,151.9
77,STR,2,T3,1,504.1,611.9,3.6705,151.9,84.6,127.2
77,STR,3,T4,1,611.9,827.8,3.8777,127.2,127.2,248.1
77,STR,4,T5,1,827.8,1184.6,6.6419,248.1,148.0,256.4
77,STR,5,T6,1,1184.6,1581.8,4.904,256.4,256.4,306.7
77,STR,6,T7,2,1581.8,1876.2,5.8113,306.7,117.7,193.7
77,STR,7,T8,2,1876.2,2085.2,6.1593,193.7,75.4,173.7
77,STR,8,T9,2,2085.2,2389.9,6.4202,173.7,126.0,239.8
77,STR,9,T10,2,2389.9,2675.7,5.3282,239.8,126.4,150.3
77,STR,10,T11,2,2675.7,2797.5,3.3127,150.3,109.3,146.1
77,STR,11,T12,2,2797.5,2924.8,2.4968,146.1,146.1,212.2
77,STR,12,T13,2,2924.8,3290.5,9.0659,212.2,55.2,256.4
77,STR,13,T14,3,3290.5,3683.3,8.2171,256.4,88.6,196.6
77,STR,14,T15,3,3683.3,4040.2,5.0853,196.6,196.6,279.8
77,STR,15,T16,3,4040.2,4318.8,4.9938,279.8,108.9,117.5
77,STR,16,T17,3,4318.8,4478.7,3.6095,117.5,117.5,209.5
77,STR,17,T18,3,4478.7,4673.0,3.0833,209.5,200.6,200.6
77,STR,18,T19,3,4673.0,4887.3,3.2927,200.6,199.0,258.4
78,STR,0,T1,1,0.0,435.8,6.4606,258.9,130.6,130.6
78,STR,1,T2,1,435.8,504.1,1.5996,130.6,130.6,154.0
78,STR,2,T3,1,504.1,611.9,3.648,154.0,91.1,130.2
78,STR,3,T4,1,611.9,827.8,3.7758,130.2,130.2,249.4
78,STR,4,T5,1,827.8,1184.6,6.4727,249.4,149.7,258.9
78,STR,5,T6,1,1184.6,1581.8,4.8478,258.9,258.9,311.0
78,STR,6,T7,2,1581.8,1876.2,5.71,311.0,118.9,187.0
78,STR,7,T8,2,1876.2,2085.2,6.2795,187.0,81.6,174.2
78,STR,8,T9,2,2085.2,2389.9,6.4003,174.2,126.7,241.8
78,STR,9,T10,2,2389.9,2675.7,5.3858,241.8,130.1,163.8
78,STR,10,T11,2,2675.7,2797.5,3.329,163.8,106.8,145.1
78,STR,11,T12,2,2797.5,2924.8,2.4991,145.1,145.1,205.8
78,STR,12,T13,2,2924.8,3290.5,8.8452,205.8,66.8,259.3
78,STR,13,T14,3,3290.5,3683.3,8.0637,259.3,83.0,200.9
78,STR,14,T15,3,3683.3,4040.2,5.0788,200.9,200.9,279.5
78,STR,15,T16,3,4040.2,4318.8,4.9924,279.5,109.9,116.5
78,STR,16,T17,3,4318.8,4478.7,3.6242,116.5,116.5,209.6
78,STR,17,T18,3,4478.7,4673.0,3.0974,209.6,200.2,200.2
78,STR,18,T19,3,4673.0,4887.3,3.2872,200.2,200.2,262.7
79,TSU,0,T1,1,0.0,435.8,6.5858,260.7,131.3,132.0
79,TSU,1,T2,1,435.8,504.1,1.6215,132.0,132.0,137.4
79,TSU,2,T3,1,504.1,611.9,3.7612,137.4,87.3,137.7
79,TSU,3,T4,1,611.9,827.8,3.7429,137.7,137.7,245.6
79,TSU,4,T5,1,827.8,1184.6,6.3478,245.6,157.7,259.4
79,TSU,5,T6,1,1184.6,1581.8,4.9492,259.4,259.4,306.0
79,TSU,6,T7,2,1581.8,1876.2,5.825,306.0,114.9,187.5
79,TSU,7,T8,2,1876.2,2085.2,6.0999,187.5,80.0,173.8
79,TSU,8,T9,2,2085.2,2389.9,6.3108,173.8,127.3,239.8
79,TSU,9,T10,2,2389.9,2675.7,5.173,239.8,136.0,156.6
79,TSU,10,T11,2,2675.7,2797.5,3.298,156.6,114.2,142.1
79,TSU,11,T12,2,2797.5,2924.8,2.5,142.1,142.1,212.3
79,TSU,12,T13,2,2924.8,3290.5,8.7086,212.3,66.1,256.9
79,TSU,13,T14,3,3290.5,3683.3,8.0238,256.9,93.5,201.2
79,TSU,14,T15,3,3683.3,4040.2,5.0868,201.2,201.2,280.2
79,TSU,15,T16,3,4040.2,4318.8,4.9364,280.2,110.5,110.8
79,TSU,16,T17,3,4318.8,4478.7,3.5833,110.8,110.8,213.3
79,TSU,17,T18,3,4478.7,4673.0,3.1088,213.3,201.9,201.9
79,TSU,18,T19,3,4673.0,4887.3,3.2671,201.9,201.9,263.5
80,TSU,0,T1,1,0.0,435.8,6.4382,262.6,122.7,125.8
80,TSU,1,T2,1,435.8,504.1,1.643,125.8,125.8,146.0
80,TSU,2,T3,1,504.1,611.9,3.5889,146.0,94.6,142.9
80,TSU,3,T4,1,611.9,827.8,3.7194,142.9,142.9,246.6
80,TSU,4,T5,1,827.8,1184.6,6.2632,246.6,158.8,259.3
80,TSU,5,T6,1,1184.6,1581.8,4.9597,259.3,259.3,306.3
80,TSU,6,T7,2,1581.8,1876.2,5.7646,306.3,118.2,188.1
80,TSU,7,T8,2,1876.2,2085.2,6.0251,188.1,78.5,171.9
80,TSU,8,T9,2,2085.2,2389.9,6.2016,171.9,130.2,236.4
80,TSU,9,T10,2,2389.9,2675.7,5.1399,236.4,140.8,160.0
80,TSU,10,T11,2,2675.7,2797.5,3.1354,160.0,115.8,137.4
80,TSU,11,T12,2,2797.5,2924.8,2.505,137.4,137.4,213.8
80,TSU,12,T13,2,2924.8,3290.5,8.6943,213.8,66.7,253.9
80,TSU,13,T14,3,3290.5,3683.3,7.9962,253.9,89.4,197.3
80,TSU,14,T15,3,3683.3,4040.2,5.1456,197.3,197.3,278.2
80,TSU,15,T16,3,4040.2,4318.8,4.9238,278.2,110.4,110.4
80,TSU,16,T17,3,4318.8,4478.7,3.5137,110.4,110.4,212.9
80,TSU,17,T18,3,4478.7,4673.0,3.0961,212.9,207.3,207.3
80,TSU,18,T19,3,4673.0,4887.3,3.2372,207.3,207.1,263.6
81,VER,0,T1,1,0.0,435.8,6.4705,266.6,131.0,131.0
81,VER,1,T2,1,435.8,504.1,1.6718,131.0,131.0,136.9
81,VER,2,T3,1,504.1,611.9,3.6132,136.9,94.2,140.7
81,VER,3,T4,1,611.9,827.8,3.718,140.7,140.7,248.0
81,VER,4,T5,1,827.8,1184.6,6.4193,248.0,150.9,257.9
81,VER,5,T6,1,1184.6,1581.8,4.9319,257.9,257.9,306.5
81,VER,6,T7,2,1581.8,1876.2,5.7581,306.5,116.9,189.0
81,VER,7,T8,2,1876.2,2085.2,6.0725,189.0,78.8,173.8
81,VER,8,T9,2,2085.2,2389.9,6.2835,173.8,126.5,236.7
81,VER,9,T10,2,2389.9,2675.7,5.2536,236.7,135.8,160.2
81,VER,10,T11,2,2675.7,2797.5,3.2938,160.2,111.7,142.6
81,VER,11,T12,2,2797.5,2924.8,2.474,142.6,142.6,213.3
81,VER,12,T13,2,2924.8,3290.5,8.8492,213.3,68.7,253.9
81,VER,13,T14,3,3290.5,3683.3,8.1557,253.9,92.5,197.2
81,VER,14,T15,3,3683.3,4040.2,5.1178,197.2,197.2,279.9
81,VER,15,T16,3,4040.2,4318.8,4.9075,279.9,110.1,119.6
81,VER,16,T17,3,4318.8,4478.7,3.5514,119.6,119.6,209.2
81,VER,17,T18,3,4478.7,4673.0,3.0843,209.2,209.2,212.8
81,VER,18,T19,3,4673.0,4887.3,3.2358,212.8,212.8,259.7
82,VER,0,T1,1,0.0,435.8,6.3584,265.6,133.3,135.8
82,VER,1,T2,1,435.8,504.1,1.639,135.8,135.8,146.4
82,VER,2,T3,1,504.1,611.9,3.6467,146.4,93.5,133.5
82,VER,3,T4,1,611.9,827.8,3.6827,133.5,133.5,246.3
82,VER,4,T5,1,827.8,1184.6,6.3624,246.3,148.6,244.3
82,VER,5,T6,1,1184.6,1581.8,4.8983,244.3,244.3,307.0
82,VER,6,T7,2,1581.8,1876.2,5.6565,307.0,117.3,187.7
82,VER,7,T8,2,1876.2,2085.2,6.1246,187.7,81.3,169.8
82,VER,8,T9,2,2085.2,2389.9,6.3398,169.8,129.1,234.6
82,VER,9,T10,2,2389.9,2675.7,5.1829,234.6,136.4,159.6
82,VER,10,T11,2,2675.7,2797.5,3.3213,159.6,112.5,140.5
82,VER,11,T12,2,2797.5,2924.8,2.4639,140.5,140.5,214.7
82,VER,12,T13,2,2924.8,3290.5,8.7726,214.7,68.3,256.7
82,VER,13,T14,3,3290.5,3683.3,8.0823,256.7,87.6,199.6
82,VER,14,T15,3,3683.3,4040.2,5.1112,199.6,199.6,277.0
82,VER,15,T16,3,4040.2,4318.8,4.8259,277.0,112.0,112.0
82,VER,16,T17,3,4318.8,4478.7,3.5957,112.0,112.0,207.7
82,VER,17,T18,3,4478.7,4673.0,3.1226,207.7,207.7,208.4
82,VER,18,T19,3,4673.0,4887.3,3.211,208.4,208.4,265.6
83,VER,0,T1,1,0.0,435.8,6.2968,266.1,134.5,134.5
83,VER,1,T2,1,435.8,504.1,1.6747,134.5,134.5,147.2
83,VER,2,T3,1,504.1,611.9,3.6462,147.2,92.9,127.7
83,VER,3,T4,1,611.9,827.8,3.7851,127.7,127.7,245.2
83,VER,4,T5,1,827.8,1184.6,6.3278,245.2,153.8,251.0
83,VER,5,T6,1,1184.6,1581.8,4.9359,251.0,251.0,307.0
83,VER,6,T7,2,1581.8,1876.2,5.7231,307.0,116.6,183.6
83,VER,7,T8,2,1876.2,2085.2,6.0819,183.6,74.2,166.5
83,VER,8,T9,2,2085.2,2389.9,6.2794,166.5,129.0,235.2
83,VER,9,T10,2,2389.9,2675.7,5.0308,235.2,146.4,157.6
83,VER,10,T11,2,2675.7,2797.5,3.3093,157.6,115.4,136.9
83,VER,11,T12,2,2797.5,2924.8,2.4975,136.9,136.9,213.6
83,VER,12,T13,2,2924.8,3290.5,8.8296,213.6,72.6,255.4
83,VER,13,T14,3,3290.5,3683.3,8.0693,255.4,89.7,195.3
83,VER,14,T15,3,3683.3,4040.2,5.0963,195.3,195.3,280.8
83,VER,15,T16,3,4040.2,4318.8,4.7849,280.8,113.0,113.0
83,VER,16,T17,3,4318.8,4478.7,3.6407,113.0,113.0,209.9
83,VER,17,T18,3,4478.7,4673.0,3.0719,209.9,207.4,207.4
83,VER,18,T19,3,4673.0,4887.3,3.2258,207.4,207.2,266.5
84,VER,0,T1,1,0.0,435.8,6.4375,267.7,138.4,142.0
84,VER,1,T2,1,435.8,504.1,1.5827,142.0,142.0,142.0
84,VER,2,T3,1,504.1,611.9,3.7507,142.0,89.4,133.9
84,VER,3,T4,1,611.9,827.8,3.742,133.9,133.9,248.1
84,VER,4,T5,1,827.8,1184.6,6.3145,248.1,156.0,259.3
84,VER,5,T6,1,1184.6,1581.8,4.9104,259.3,259.3,310.0
84,VER,6,T7,2,1581.8,1876.2,5.7242,310.0,114.7,187.2
84,VER,7,T8,2,1876.2,2085.2,6.0151,187.2,78.0,170.3
84,VER,8,T9,2,2085.2,2389.9,6.2661,170.3,131.7,239.5
84,VER,9,T10,2,2389.9,2675.7,5.15,239.5,138.0,158.8
84,VER,10,T11,2,2675.7,2797.5,3.249,158.8,114.3,140.0
84,VER,11,T12,2,2797.5,2924.8,2.4581,140.0,140.0,211.5
84,VER,12,T13,2,2924.8,3290.5,8.8062,211.5,71.0,257.4
84,VER,13,T14,3,3290.5,3683.3,8.0621,257.4,91.4,200.8
84,VER,14,T15,3,3683.3,4040.2,5.0865,200.8,200.8,280.3
84,VER,15,T16,3,4040.2,4318.8,4.8205,280.3,110.3,114.8
84,VER,16,T17,3,4318.8,4478.7,3.5985,114.8,114.8,211.7
84,VER,17,T18,3,4478.7,4673.0,3.0375,211.7,211.7,214.6
84,VER,18,T19,3,4673.0,4887.3,3.1614,214.6,214.6,266.1
85,ZHO,0,T1,1,0.0,435.8,6.6776,262.5,124.0,129.0
85,ZHO,1,T2,1,435.8,504.1,1.6229,129.0,129.0,143.0
85,ZHO,2,T3,1,504.1,611.9,3.687,143.0,87.7,138.9
85,ZHO,3,T4,1,611.9,827.8,3.7182,138.9,138.9,248.2
85,ZHO,4,T5,1,827.8,1184.6,6.5733,248.2,143.1,256.9
85,ZHO,5,T6,1,1184.6,1581.8,4.9147,256.9,256.9,309.0
85,ZHO,6,T7,2,1581.8,1876.2,5.9139,309.0,116.7,191.3
85,ZHO,7,T8,2,1876.2,2085.2,6.1732,191.3,82.0,174.9
85,ZHO,8,T9,2,2085.2,2389.9,6.3753,174.9,122.2,241.3
85,ZHO,9,T10,2,2389.9,2675.7,5.4513,241.3,129.0,159.3
85,ZHO,10,T11,2,2675.7,2797.5,3.3915,159.3,105.0,148.4
85,ZHO,11,T12,2,2797.5,2924.8,2.4847,148.4,148.4,206.5
85,ZHO,12,T13,2,2924.8,3290.5,8.8547,206.5,68.6,260.3
85,ZHO,13,T14,3,3290.5,3683.3,8.3327,260.3,80.8,200.0
85,ZHO,14,T15,3,3683.3,4040.2,5.0675,200.0,200.0,281.2
85,ZHO,15,T16,3,4040.2,4318.8,5.1125,281.2,107.3,116.3
85,ZHO,16,T17,3,4318.8,4478.7,3.6527,116.3,116.3,209.0
85,ZHO,17,T18,3,4478.7,4673.0,3.1592,209.0,200.6,200.7
85,ZHO,18,T19,3,4673.0,4887.3,3.2702,200.7,200.7,260.2
86,ZHO,0,T1,1,0.0,435.8,6.5285,259.8,130.0,133.0
86,ZHO,1,T2,1,435.8,504.1,1.6226,133.0,133.0,150.3
86,ZHO,2,T3,1,504.1,611.9,3.6835,150.3,88.4,135.5
86,ZHO,3,T4,1,611.9,827.8,3.7303,135.5,135.5,248.5
86,ZHO,4,T5,1,827.8,1184.6,6.429,248.5,152.2,256.7
86,ZHO,5,T6,1,1184.6,1581.8,4.9311,256.7,256.7,309.2
86,ZHO,6,T7,2,1581.8,1876.2,5.6937,309.2,119.2,183.1
86,ZHO,7,T8,2,1876.2,2085.2,6.1756,183.1,75.5,160.8
86,ZHO,8,T9,2,2085.2,2389.9,6.4405,160.8,125.6,235.8
86,ZHO,9,T10,2,2389.9,2675.7,5.3401,235.8,133.8,144.7
86,ZHO,10,T11,2,2675.7,2797.5,3.3268,144.7,112.3,129.1
86,ZHO,11,T12,2,2797.5,2924.8,2.6346,129.1,129.1,209.2
86,ZHO,12,T13,2,2924.8,3290.5,8.9111,209.2,64.4,256.7
86,ZHO,13,T14,3,3290.5,3683.3,8.3003,256.7,90.7,198.0
86,ZHO,14,T15,3,3683.3,4040.2,5.1074,198.0,198.0,280.1
86,ZHO,15,T16,3,4040.2,4318.8,5.078,280.1,109.5,118.5
86,ZHO,16,T17,3,4318.8,4478.7,3.5158,118.5,118.5,211.9
86,ZHO,17,T18,3,4478.7,4673.0,3.1149,211.9,205.0,205.0
86,ZHO,18,T19,3,4673.0,4887.3,3.2513,205.0,205.0,263.1
87,ZHO,0,T1,1,0.0,435.8,6.6483,261.5,133.7,139.0
87,ZHO,1,T2,1,435.8,504.1,1.5939,139.0,139.0,139.2
87,ZHO,2,T3,1,504.1,611.9,3.6436,139.2,87.9,144.4
87,ZHO,3,T4,1,611.9,827.8,3.6643,144.4,144.4,251.7
87,ZHO,4,T5,1,827.8,1184.6,6.3041,251.7,156.5,258.7
87,ZHO,5,T6,1,1184.6,1581.8,4.9201,258.7,258.7,308.9
87,ZHO,6,T7,2,1581.8,1876.2,5.8072,308.9,117.7,181.8
87,ZHO,7,T8,2,1876.2,2085.2,6.1437,181.8,79.0,170.8
87,ZHO,8,T9,2,2085.2,2389.9,6.2848,170.8,126.8,242.7
87,ZHO,9,T10,2,2389.9,2675.7,5.2338,242.7,135.3,156.6
87,ZHO,10,T11,2,2675.7,2797.5,3.2739,156.6,112.3,139.6
87,ZHO,11,T12,2,2797.5,2924.8,2.4863,139.6,139.6,213.8
87,ZHO,12,T13,2,2924.8,3290.5,8.8562,213.8,66.1,257.2
87,ZHO,13,T14,3,3290.5,3683.3,8.3695,257.2,87.8,199.8
87,ZHO,14,T15,3,3683.3,4040.2,5.096,199.8,199.8,280.0
87,ZHO,15,T16,3,4040.2,4318.8,5.0421,280.0,107.0,117.7
87,ZHO,16,T17,3,4318.8,4478.7,3.5568,117.7,117.7,212.8
87,ZHO,17,T18,3,4478.7,4673.0,3.0749,212.8,203.5,203.5
87,ZHO,18,T19,3,4673.0,4887.3,3.2585,203.5,203.5,266.7
