distance_m,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
1400.0,24.6228,24.5605,24.8483,24.572,24.4261,24.3866,24.4857,24.2246,25.1127,24.6403,24.4185,24.5454,24.6842,24.456,24.4379,24.4778,24.3685,24.2912,24.2076,24.7132,24.5669,24.3356,24.4005,24.2289,24.4969,24.1208,24.8575,24.6979,24.627,24.5959,24.5669,24.7021,24.5844,24.5434,24.4395,24.4998,24.643,24.3128,24.1262,24.6533,24.52,24.4186,24.4455,24.2866,24.3457,24.3007,24.4452,24.4248,24.522,24.3413,24.1634,24.1015,24.5057,24.4269,24.5356,24.502,24.5399,24.2319,24.5632,24.3487,24.4662,24.7312,24.4987,24.3945,24.5762,24.2611,24.1993,24.1193,24.5951,24.4197,24.28,24.1886,24.1839,23.9808,25.4785,24.8943,24.5681,24.87,24.6759,24.8281,24.4249,24.654,24.4342,24.4999,24.5858,25.0303,24.7588,24.613
1425.0,24.9223,24.8582,25.1466,24.8667,24.7272,24.6878,24.7882,24.5267,25.4172,24.9459,24.722,24.8506,24.9884,24.7588,24.7433,24.7804,24.6719,24.592,24.5086,25.0143,24.8676,24.6345,24.7001,24.5268,24.7979,24.4213,25.1635,25.002,24.9313,24.9032,24.8697,25.0066,24.8876,24.8428,24.7376,24.8017,24.9417,24.61,24.424,24.9552,24.821,24.7184,24.746,24.588,24.6469,24.6019,24.7452,24.7242,24.8191,24.6408,24.4642,24.4012,24.8113,24.7313,24.8388,24.8044,24.8428,24.5344,24.8665,24.6499,24.7696,25.0344,24.7984,24.6993,24.8759,24.5638,24.5001,24.4198,24.8963,24.7195,24.5802,24.4879,24.4832,24.2797,25.7805,25.1869,24.8664,25.1729,24.9732,25.1335,24.7314,24.9579,24.7362,24.8043,24.8878,25.3331,25.0627,24.9158
1450.0,25.2206,25.1549,25.4432,25.161,25.0261,24.9876,25.0886,24.8265,25.7203,25.2485,25.0228,25.1532,25.2903,25.0605,25.0459,25.0816,24.9738,24.891,24.808,25.3125,25.1659,24.9317,24.9978,24.8237,25.0974,24.7204,25.4673,25.304,25.2336,25.2082,25.1712,25.3099,25.1885,25.1406,25.0347,25.1011,25.2387,24.9055,24.7201,25.255,25.1194,25.0167,25.044,24.8881,24.9468,24.9006,25.0441,25.0225,25.1144,24.938,24.7629,24.6988,25.1149,25.0322,25.1404,25.1046,25.1444,24.8359,25.1676,24.9495,25.0715,25.3352,25.0966,25.0018,25.174,24.8643,24.8007,24.7191,25.195,25.0175,24.8771,24.784,24.7796,24.5755,26.0811,25.4794,25.1624,25.4731,25.2696,25.4373,25.0361,25.2601,25.0351,25.1067,25.188,25.6341,25.3652,25.2159
1475.0,25.5161,25.4479,25.739,25.4554,25.3248,25.2856,25.3879,25.1243,26.0212,25.5506,25.3222,25.4545,25.5906,25.3612,25.3469,25.3804,25.2737,25.1881,25.1061,25.6091,25.4631,25.2272,25.2936,25.1187,25.3958,25.0167,25.7701,25.6041,25.5342,25.5115,25.4704,25.6118,25.4887,25.4361,25.329,25.3985,25.533,25.1997,25.015,25.5527,25.4157,25.3128,25.3402,25.1861,25.2445,25.1969,25.3415,25.3194,25.4091,25.2337,25.0604,24.9954,25.4171,25.3324,25.4411,25.4041,25.4454,25.136,25.4659,25.2475,25.3712,25.6339,25.3919,25.301,25.4712,25.1629,25.0996,25.0163,25.4911,25.3124,25.1723,25.079,25.0739,24.8692,26.3791,25.7705,25.4563,25.7713,25.5642,25.7396,25.3389,25.5613,25.3326,25.4059,25.4862,25.9332,25.6658,25.515
1500.0,25.8104,25.7403,26.0335,25.7472,25.6225,25.5821,25.686,25.4217,26.3207,25.8506,25.6206,25.7529,25.8888,25.6609,25.6466,25.6778,25.5714,25.4851,25.4029,25.9043,25.7585,25.5211,25.5873,25.4108,25.6914,25.3115,26.0715,25.9029,25.8332,25.8135,25.7684,25.9119,25.7869,25.7302,25.6205,25.6954,25.8248,25.4928,25.3066,25.8493,25.7101,25.6074,25.6363,25.4817,25.5397,25.4931,25.6375,25.614,25.7016,25.5277,25.357,25.2904,25.7171,25.63,25.7407,25.7018,25.7439,25.4346,25.7632,25.5433,25.6688,25.9306,25.6861,25.5987,25.7663,25.46,25.3964,25.3134,25.7857,25.6058,25.4668,25.3742,25.3672,25.1616,26.6755,26.0604,25.7502,26.0687,25.8576,26.0395,25.6399,25.8599,25.6289,25.7038,25.7827,26.2318,25.9642,25.8126
1525.0,26.1034,26.0323,26.3263,26.0362,25.9174,25.8772,25.9824,25.7173,26.6181,26.149,25.9167,26.0503,26.1846,25.9576,25.9449,25.9734,25.8683,25.7799,25.6981,26.1976,26.0513,25.813,25.8793,25.7014,25.9856,25.6043,26.3713,26.1997,26.1301,26.1141,26.065,26.2101,26.0827,26.0231,25.9105,25.9887,26.116,25.7842,25.5973,26.1446,26.0027,25.8994,25.9305,25.7759,25.8338,25.7872,25.9314,25.9069,25.9914,25.8203,25.6518,25.5838,26.0167,25.9263,26.0374,25.997,26.0419,25.731,26.0581,25.8372,25.965,26.2249,25.9786,25.8952,26.0595,25.7555,25.6912,25.6083,26.0774,25.8983,25.7597,25.6666,25.6592,25.4532,26.9716,26.3488,26.0427,26.3632,26.1482,26.3374,25.9399,26.1562,25.9231,25.9998,26.0765,26.5271,26.2605,26.1083
1550.0,26.3929,26.3212,26.6173,26.3253,26.2109,26.1693,26.2763,26.0098,26.914,26.4451,26.2112,26.3467,26.479,26.2522,26.2414,26.2678,26.1632,26.073,25.9917,26.4893,26.3415,26.1036,26.1687,25.9913,26.2784,25.8952,26.6686,26.4942,26.4248,26.4124,26.3603,26.5076,26.3777,26.3141,26.1984,26.2805,26.405,26.0744,25.8869,26.437,26.2938,26.1895,26.2249,26.0689,26.1274,26.0784,26.2235,26.1981,26.2804,26.1104,25.9452,25.8756,26.3125,26.2205,26.3313,26.2904,26.3365,26.0254,26.352,26.1298,26.2573,26.518,26.2695,26.1911,26.3513,26.0494,25.9849,25.8995,26.3684,26.1877,26.0503,25.9556,25.9485,25.7437,27.2658,26.6352,26.3332,26.6568,26.4385,26.6338,26.2378,26.4508,26.2158,26.2944,26.3684,26.8218,26.5542,26.403
1575.0,26.6818,26.6037,26.9069,26.6127,26.5029,26.4602,26.5685,26.3009,27.2088,26.7393,26.5034,26.6407,26.7708,26.545,26.5359,26.5603,26.457,26.3649,26.2839,26.778,26.6303,26.3906,26.4547,26.2807,26.5676,26.1837,26.9637,26.7864,26.7175,26.709,26.6521,26.8025,26.671,26.6036,26.4852,26.5704,26.6941,26.362,26.1746,26.7273,26.5832,26.4781,26.5139,26.3595,26.4194,26.3676,26.5146,26.4885,26.5683,26.4,26.2371,26.1653,26.607,26.5124,26.6237,26.5819,26.6295,26.3177,26.6429,26.4206,26.5477,26.8103,26.5599,26.4853,26.6425,26.3417,26.2773,26.1894,26.6574,26.4757,26.3393,26.2436,26.2369,26.0321,27.5573,26.9202,26.6233,26.9491,26.7265,26.9288,26.5328,26.745,26.5083,26.5873,26.6594,27.1147,26.8462,26.6955
1581.8,26.7601,26.6796,26.985,26.6902,26.5815,26.5388,26.6476,26.3794,27.2884,26.8187,26.5822,26.7202,26.8494,26.624,26.6153,26.6393,26.5364,26.4438,26.3628,26.8559,26.7085,26.4682,26.532,26.3588,26.6457,26.2617,27.0433,26.8653,26.7965,26.7891,26.7308,26.882,26.7504,26.6817,26.5627,26.6485,26.7719,26.4395,26.2523,26.8058,26.6612,26.5559,26.5912,26.4381,26.4979,26.4456,26.5932,26.567,26.6458,26.4782,26.3158,26.2436,26.6866,26.5911,26.7028,26.6606,26.7086,26.3967,26.7212,26.4989,26.6262,26.889,26.638,26.5646,26.7212,26.4208,26.3561,26.2678,26.7356,26.5537,26.4172,26.3216,26.3147,26.1099,27.6359,26.9971,26.7016,27.0278,26.8045,27.0083,26.6125,26.8248,26.5876,26.6666,26.7378,27.1937,26.925,26.7744
1600.0,26.9702,26.8821,27.1951,26.8985,26.7925,26.7494,26.8603,26.5909,27.5013,27.0315,26.7941,26.9338,27.0608,26.8361,26.8284,26.8518,26.7498,26.6558,26.5751,27.0658,26.9175,26.6775,26.74,26.5678,26.8555,26.4716,27.2574,27.0776,27.0089,27.0046,26.9428,27.0959,26.9638,26.8912,26.7705,26.8575,26.9811,26.6479,26.4612,27.0162,26.8714,26.7651,26.7992,26.6498,26.7094,26.6553,26.8039,26.7776,26.8545,26.6873,26.5269,26.4534,26.9007,26.8029,26.9152,26.8717,26.921,26.6091,26.9319,26.7087,26.8371,27.1013,26.8479,26.7774,26.9323,26.6334,26.5682,26.4795,26.9451,26.7624,26.6266,26.5308,26.5318,26.3189,27.8472,27.2042,26.9111,27.2397,27.0144,27.2216,26.8267,27.0398,26.8005,26.8805,26.949,27.4055,27.1372,26.9856
1625.0,27.2566,27.1672,27.4828,27.1823,27.0817,27.038,27.1503,26.881,27.7915,27.3224,27.0824,27.2235,27.3496,27.1251,27.1201,27.1422,27.0416,26.9464,26.8646,27.3518,27.2034,26.9625,27.0244,26.8529,27.1422,26.7581,27.5503,27.3667,27.2984,27.2989,27.2331,27.3886,27.2538,27.1769,27.0546,27.1441,27.2668,26.9336,26.7461,27.303,27.1581,27.0506,27.0843,26.9376,26.9978,26.9415,27.0918,27.0659,27.1397,26.9739,26.816,26.7407,27.1921,27.0902,27.2051,27.161,27.2111,26.8979,27.2203,26.9957,27.1254,27.3905,27.1344,27.0692,27.2212,26.9245,26.8587,26.7694,27.2315,27.0469,26.9133,26.8164,26.8394,26.6051,28.1361,27.4882,27.1985,27.5293,27.3009,27.513,27.1194,27.3347,27.0884,27.1745,27.2382,27.6949,27.4278,27.275
1650.0,27.5406,27.4662,27.769,27.4652,27.3696,27.3255,27.4402,27.1691,28.0809,27.6127,27.3706,27.5176,27.6367,27.4141,27.4113,27.4313,27.3332,27.2365,27.1535,27.639,27.488,27.2449,27.3071,27.137,27.4268,27.0426,27.8411,27.658,27.5879,27.5924,27.5226,27.6801,27.5437,27.46,27.3411,27.4294,27.5517,27.2198,27.031,27.5905,27.4423,27.3351,27.3674,27.2234,27.2847,27.2268,27.3793,27.3533,27.4231,27.2583,27.1033,27.0281,27.4829,27.3801,27.4943,27.4489,27.499,27.1863,27.5082,27.2828,27.4131,27.681,27.4224,27.358,27.526,27.2147,27.1485,27.0585,27.5179,27.3323,27.1993,27.1019,27.1735,26.8913,28.4196,27.7759,27.4844,27.8172,27.5859,27.8056,27.4111,27.6302,27.3778,27.4708,27.5284,27.9916,27.7154,27.5642
1675.0,27.8561,27.7869,28.1005,27.756,27.6614,27.6184,27.735,27.4698,28.374,27.9053,27.6708,27.8353,27.9414,27.7131,27.7086,27.73,27.6229,27.5406,27.4465,27.9472,27.7832,27.5499,27.7323,27.4525,27.7436,27.3406,28.1517,27.9727,27.8901,27.9029,27.8236,27.986,27.8359,27.7653,27.6612,27.7407,27.8475,27.5208,27.3221,27.8791,27.746,27.627,27.6664,27.5121,27.5771,27.5215,27.6719,27.6636,27.7084,27.5783,27.4019,27.3239,27.7819,27.7587,27.7951,27.7479,27.8112,27.4834,27.7985,27.5783,27.6995,28.0137,27.7527,27.6615,27.8525,27.5089,27.4459,27.3602,27.8187,27.6285,27.498,27.4033,27.5216,27.1818,28.7128,28.1362,27.791,28.1344,27.8899,28.1016,27.7125,27.9288,27.674,27.7721,27.8259,28.3274,28.0255,27.8662
1700.0,28.2327,28.1825,28.4963,28.1184,28.0235,27.9669,28.1128,27.8409,28.7029,28.2603,28.0139,28.2104,28.3012,28.0551,28.043,28.0816,27.9696,27.9035,27.7947,28.3261,28.1398,27.9272,28.2929,27.8079,28.0956,27.6688,28.5349,28.3654,28.27,28.2821,28.1737,28.3541,28.1648,28.1184,28.0545,28.1088,28.189,27.8898,27.6511,28.203,28.1188,27.9363,27.9985,27.8308,27.9278,27.852,28.0081,28.031,28.0586,27.9486,27.7612,27.7082,28.1422,28.2579,28.1588,28.1062,28.1884,27.8393,28.1311,27.9249,28.0429,28.43,28.1464,28.0266,28.2532,27.8406,27.7883,27.7378,28.191,27.9851,27.8532,27.7777,27.8824,27.5662,29.0676,28.6574,28.1608,28.5127,28.2602,28.4575,28.0627,28.2681,28.0184,28.1245,28.1799,28.7275,28.3457,28.2255
1725.0,28.7702,28.7203,29.0279,28.6307,28.5848,28.3959,28.5766,28.3057,29.1312,28.7182,28.4575,28.6915,28.7531,28.5169,28.4682,28.5507,28.4262,28.3769,28.2417,28.7873,28.5903,28.3853,28.8888,28.2567,28.5495,28.1101,29.0193,28.9448,28.7313,28.7683,28.6014,28.8263,28.5927,28.5597,28.5572,28.5262,28.619,28.3878,28.1022,28.6141,28.611,28.4026,28.4097,28.2402,28.4206,28.3089,28.4336,28.5399,28.5239,28.4732,28.2367,28.2275,28.6144,28.7717,28.6283,28.6088,28.6893,28.3196,28.5572,28.383,28.4549,28.9631,28.6599,28.4845,28.7584,28.3281,28.2107,28.2331,28.681,28.4428,28.3292,28.2589,28.3859,28.0342,29.5521,29.3306,28.6663,29.0172,28.7255,28.9163,28.5317,28.7366,28.4672,28.5724,28.6189,29.2493,28.7842,28.7146
1750.0,29.4309,29.3747,29.7045,29.2665,29.3543,28.973,29.1649,28.9441,29.6838,29.3198,29.0476,29.314,29.3211,29.114,29.0365,29.1692,29.0271,29.0105,28.8354,29.4427,29.1778,28.9794,29.623,28.8711,29.1888,28.6707,29.6261,29.5694,29.3057,29.3789,29.1862,29.4043,29.169,29.1109,29.1929,29.0653,29.156,29.0115,28.7085,29.1688,29.2467,29.0385,28.9925,28.8245,29.0269,28.9171,28.9823,29.1647,29.1149,29.1114,28.8635,28.8685,29.2228,29.4216,29.2144,29.2434,29.3339,28.9325,29.1483,28.9706,28.9879,29.6376,29.2938,29.0954,29.3938,28.9398,28.7795,28.8736,29.299,29.0171,28.9402,28.852,28.999,28.6279,30.2123,30.1018,29.3352,29.6618,29.342,29.5406,29.1259,29.3462,29.0174,29.122,29.1888,29.9278,29.3418,29.3337
1775.0,30.1932,30.1352,30.4719,30.005,30.1139,29.6798,29.8975,29.6667,30.3911,30.059,29.756,30.0147,30.0327,29.8081,29.6913,29.9092,29.7319,29.7547,29.5362,30.1841,29.8854,29.7215,30.3845,29.5946,29.9497,29.361,30.3329,30.3102,30.0151,30.1056,29.8449,30.1196,29.8697,29.7991,29.913,29.7879,29.8483,29.7373,29.413,29.8711,29.9828,29.795,29.6751,29.5288,29.7416,29.6384,29.6598,29.8722,29.8039,29.8388,29.5618,29.6057,29.9339,30.1712,29.9281,29.9971,30.0609,29.6391,29.8581,29.6696,29.6589,30.409,30.0532,29.8293,30.1469,29.6582,29.4843,29.6051,30.0351,29.6923,29.6854,29.5591,29.7368,29.315,30.9814,30.8548,30.1211,30.3965,30.0729,30.2791,29.834,30.0871,29.7115,29.8181,29.897,30.6824,30.0351,30.0684
1800.0,30.9798,30.905,31.2294,30.7609,30.8556,30.4366,30.6332,30.3921,31.1648,30.8389,30.5126,30.7543,30.8037,30.5674,30.4338,30.6592,30.4883,30.4871,30.2993,30.933,30.6486,30.4766,31.0514,30.3409,30.7096,30.1002,31.081,31.0611,30.7729,30.8504,30.6049,30.8924,30.6438,30.544,30.6425,30.5358,30.5914,30.4724,30.1383,30.6499,30.7516,30.5535,30.4255,30.2803,30.4768,30.3989,30.4039,30.6307,30.5454,30.5702,30.3105,30.3364,30.696,30.9201,30.6865,30.7506,30.8077,30.3862,30.6121,30.4066,30.4095,31.1604,30.8061,30.5921,30.8827,30.4165,30.2429,30.3314,30.7842,30.4541,30.428,30.2847,30.4626,30.0627,31.7602,31.4882,30.8901,31.1462,30.8332,31.0766,30.6161,30.8615,30.4687,30.5898,30.683,31.4277,30.7876,30.8519
1825.0,31.6199,31.5477,31.8672,31.3868,31.4711,31.0856,31.2686,31.0199,31.8872,31.5298,31.2053,31.4153,31.492,31.2487,31.1413,31.3007,31.1323,31.0925,30.9789,31.5799,31.348,31.1498,31.6075,30.9988,31.3495,30.7889,31.7425,31.6777,31.4289,31.4866,31.2984,31.5357,31.316,31.2268,31.2811,31.1491,31.2604,31.1007,30.78,31.3778,31.4009,31.2126,31.1304,30.9587,31.1246,31.0641,31.1058,31.277,31.2058,31.1862,30.9524,30.9397,31.3669,31.5424,31.2673,31.3807,31.4227,31.0342,31.2884,31.0711,31.1203,31.8101,31.4329,31.2185,31.4878,31.0484,30.9123,30.9359,31.4496,31.1504,31.0626,30.9304,31.0902,30.7365,32.4091,32.0049,31.5483,31.7878,31.4681,31.7624,31.2952,31.5268,31.1743,31.2856,31.3836,32.0618,31.5046,31.5179
1850.0,32.1547,32.0858,32.4144,31.9124,31.9837,31.6329,31.8145,31.5649,32.4841,32.0869,31.7802,31.9783,32.0461,31.7977,31.7096,31.8421,31.681,31.5827,31.5332,32.1325,31.9317,31.708,32.0934,31.5482,31.886,31.3578,32.3001,32.1901,31.9605,32.0182,31.8796,32.0842,31.8681,31.7951,31.8425,31.6694,31.8229,31.6311,31.3186,31.9582,31.9523,31.7554,31.7171,31.5236,31.6813,31.6184,31.6807,31.8156,31.7614,31.7132,31.4938,31.4585,31.9113,32.0558,31.766,31.9045,31.9675,31.5791,31.8492,31.6307,31.7434,32.3256,31.9714,31.7567,32.0042,31.585,31.4531,31.4598,32.0155,31.722,31.6043,31.4589,31.6042,31.3041,32.9549,32.4772,32.0869,32.3392,32.0067,32.3118,31.8657,32.0719,31.7305,31.8612,31.9456,32.6021,32.0938,32.0588
1875.0,32.6357,32.5591,32.906,32.4016,32.4592,32.1301,32.3114,32.0549,32.9953,32.5773,32.2836,32.4698,32.5365,32.2882,32.2076,32.3196,32.1752,32.0331,32.0195,32.6236,32.4372,32.1984,32.5425,32.0341,32.3683,31.8528,32.7836,32.6601,32.4388,32.4952,32.3746,32.5738,32.3578,32.2899,32.3403,32.1608,32.3196,32.1057,31.7943,32.465,32.4411,32.2453,32.2367,32.0201,32.1723,32.1181,32.1857,32.3009,32.2533,32.1898,31.98,31.9362,32.4039,32.5245,32.2712,32.3695,32.44,32.0725,32.3335,32.1347,32.2901,32.792,32.4456,32.2503,32.4739,32.0644,31.9397,31.9287,32.5189,32.2159,32.0884,31.9399,32.0774,31.7999,33.4529,32.9232,32.5683,32.8166,32.4909,32.8104,32.3542,32.5595,32.221,32.3665,32.4391,33.0849,32.5956,32.5577
1876.2,32.6582,32.5814,32.9288,32.4241,32.4812,32.1531,32.3346,32.078,33.0187,32.6006,32.3072,32.4932,32.5596,32.3114,32.2312,32.3427,32.1981,32.0552,32.0423,32.6459,32.461,32.2208,32.5639,32.0567,32.3907,31.8762,32.8061,32.6826,32.4617,32.5175,32.3979,32.5969,32.3812,32.313,32.3633,32.1836,32.3426,32.128,31.8167,32.4885,32.4637,32.2683,32.2603,32.0426,32.1944,32.1398,32.2091,32.3239,32.2759,32.2122,32.0031,31.9586,32.4273,32.5467,32.2949,32.3922,32.4623,32.0962,32.3561,32.1572,32.3155,32.8143,32.4678,32.2734,32.496,32.0872,31.9625,31.951,32.5424,32.2386,32.1114,31.9626,32.1003,31.8232,33.477,32.9467,32.5906,32.8391,32.5145,32.8333,32.377,32.5829,32.2441,32.3897,32.4621,33.1076,32.6187,32.5816
1900.0,33.0855,32.9952,33.3547,32.8507,32.904,32.5854,32.7643,32.506,33.4662,33.0305,32.7753,32.9278,32.9989,32.7361,32.6646,32.771,32.6288,32.4777,32.4742,33.0733,32.9004,32.6453,33.001,32.4815,32.8149,32.3086,33.2362,33.099,32.8934,32.942,32.8317,33.0293,32.8128,32.7376,32.7915,32.6114,32.7717,32.5481,32.2447,32.9241,32.8909,32.6968,32.7098,32.4665,32.6141,32.5575,32.6477,32.7473,32.705,32.6374,32.4339,32.3819,32.8591,32.9685,32.7351,32.8082,32.8834,32.5207,32.7895,32.5854,32.7783,33.2399,32.8867,32.6995,32.9205,32.5135,32.3909,32.3727,32.9881,32.6698,32.5418,32.3852,32.5183,32.254,33.9169,33.4178,33.0107,33.2558,32.9515,33.2645,32.8097,33.0161,32.6761,32.8187,32.8949,33.5303,33.0567,33.0101
1925.0,33.5771,33.4915,33.8644,33.5637,33.4119,33.0391,33.2481,33.0014,33.9147,33.4776,33.311,33.4017,33.4714,33.212,33.1341,33.2257,33.088,32.9402,32.9481,33.5334,33.3466,33.0977,33.5495,32.9301,33.3033,32.7428,33.7039,33.58,33.3595,33.4181,33.2983,33.5494,33.2696,33.2087,33.3176,33.085,33.2211,33.0624,32.746,33.3737,33.3956,33.1518,33.1579,32.9139,33.0748,33.0125,33.0984,33.2112,33.1602,33.1286,32.8975,32.8849,33.3251,33.4943,33.2009,33.3166,33.3863,32.9822,33.2334,33.0554,33.237,33.7101,33.3961,33.148,33.4498,32.9656,32.8497,32.8468,33.4743,33.1272,33.0055,32.8433,32.9697,32.6973,34.3878,34.144,33.5086,33.734,33.4473,33.7424,33.2828,33.4995,33.1694,33.2714,33.368,34.0435,33.509,33.4709
1950.0,34.2242,34.2212,34.6056,34.4548,34.1557,33.6415,33.95,33.6714,34.4809,34.0604,33.9571,34.0603,34.0842,33.8876,33.7712,33.8459,33.6821,33.542,33.5994,34.1953,33.966,33.7584,34.4107,33.5373,33.9648,33.3615,34.3549,34.2878,34.0282,34.0888,33.9018,34.2645,33.8905,33.8512,34.0246,33.6925,33.8057,33.7805,33.4486,33.9816,34.085,33.7153,33.7625,33.4883,33.7128,33.6416,33.6912,33.8404,33.7581,33.7895,33.5457,33.5658,33.9435,34.1713,33.8251,34.0054,34.1025,33.6032,33.7971,33.6649,33.7959,34.4117,34.1108,33.825,34.2278,33.5938,33.4863,33.5576,34.1009,33.7337,33.6809,33.4363,33.6584,33.3033,35.0616,35.128,34.2079,34.391,34.2849,34.3956,33.9389,34.1208,33.8713,33.8295,33.9653,34.7488,34.0956,34.1085
1975.0,35.1676,35.2107,35.6234,35.5519,35.1976,34.4687,34.9117,34.6335,35.2977,34.9212,34.8784,35.0334,34.9861,34.8199,34.6715,34.7176,34.5617,34.4493,34.5275,35.1457,34.8792,34.708,35.5286,34.4463,34.9344,34.2043,35.3197,35.2452,34.9364,35.0312,34.7522,35.2063,34.759,34.7766,35.0659,34.5378,34.6721,34.8074,34.4308,34.8832,35.0284,34.6121,34.6377,34.3787,34.646,34.619,34.4967,34.7658,34.5997,34.7532,34.4692,34.5554,34.7982,35.1351,34.6841,34.9951,35.0901,34.4844,34.5869,34.5507,34.6098,35.3705,35.1144,34.737,35.2735,34.5797,34.3874,34.5068,35.0609,34.5934,34.6681,34.31,34.6388,34.1762,36.0431,36.2618,35.1976,35.4217,35.2993,35.378,34.8409,35.0548,34.7915,34.6327,34.8299,35.7324,34.9669,35.0156
2000.0,36.321,36.3549,36.7389,36.6204,36.312,35.6442,36.049,35.77,36.4084,36.074,35.9952,36.1999,36.116,35.9468,35.7899,35.853,35.7018,35.5795,35.6701,36.3322,36.0442,35.8763,36.5348,35.5973,36.0728,35.332,36.5444,36.4106,36.0572,36.18,35.8451,36.3366,35.8637,35.9583,36.1904,35.683,35.7921,35.9108,35.5713,36.0146,36.1958,35.7717,35.7809,35.4459,35.796,35.7643,35.5866,35.9075,35.7189,35.9126,35.5208,35.6867,35.921,36.269,35.8155,36.1585,36.2374,35.6214,35.7293,35.7016,35.8422,36.5769,36.2748,35.9047,36.4226,35.7133,35.5095,35.6444,36.2298,35.7824,35.8216,35.4337,35.7501,35.3084,37.2146,37.1852,36.3515,36.6406,36.454,36.5622,35.9914,36.2186,35.9298,35.7731,35.9687,36.8798,36.0744,36.1541
2025.0,37.2347,37.2219,37.6019,37.3995,37.176,36.6471,36.9704,36.6195,37.4544,37.1216,36.9844,37.1283,37.0988,36.9303,36.8027,36.8454,36.7023,36.5475,36.5994,37.3235,37.047,36.8175,37.3007,36.5591,36.9951,36.3575,37.5076,37.3148,36.9871,37.0948,36.878,37.3152,36.8516,36.932,37.0642,36.7076,36.7981,36.7646,36.4601,37.0534,37.1216,36.7618,36.7839,36.5035,36.7749,36.7332,36.6647,36.8736,36.7525,36.8159,36.4431,36.593,36.9495,37.141,36.8284,37.0433,37.1476,36.58,36.7882,36.6867,36.8629,37.491,37.1702,36.8513,37.2509,36.6457,36.4943,36.5314,37.1753,36.8121,36.7235,36.4152,36.6336,36.2808,38.171,37.8927,37.2479,37.538,37.3467,37.4747,36.947,37.1728,36.8679,36.8425,36.9533,37.8073,37.1331,37.171
2050.0,37.9213,37.8977,38.2485,38.006,37.8286,37.4004,37.6513,37.2675,38.2572,37.8849,37.7245,37.8328,37.8099,37.6727,37.5529,37.5953,37.4502,37.2591,37.2838,38.0398,37.7771,37.5187,37.895,37.2922,37.6986,37.0971,38.2148,38.009,37.6901,37.7883,37.6494,38.0141,37.6142,37.6629,37.7336,37.4344,37.5378,37.4073,37.1166,37.8225,37.8027,37.482,37.5033,37.3032,37.505,37.4446,37.4699,37.6093,37.5282,37.4454,37.1482,37.2522,37.7051,37.7899,37.5557,37.7299,37.8207,37.3241,37.5383,37.3753,37.6262,38.1925,37.8587,37.58,37.9131,37.3627,37.2144,37.1872,37.8966,37.5741,37.4095,37.1298,37.2936,36.9932,38.9077,38.4684,37.9419,38.2256,38.0348,38.1544,37.643,37.8939,37.5732,37.6428,37.6893,38.5195,37.925,37.9121
2075.0,38.4825,38.433,38.8048,38.5324,38.3692,37.9798,38.2077,37.8355,38.8535,38.4841,38.3019,38.3917,38.3835,38.2376,38.1388,38.1752,38.026,37.8252,37.8298,38.6187,38.3779,38.0737,38.4019,37.8795,38.2622,37.6748,38.7803,38.5662,38.248,38.3249,38.2265,38.584,38.2068,38.2471,38.279,38.0305,38.1014,37.9363,37.6467,38.4362,38.356,38.0618,38.0884,37.9009,38.0715,37.9943,38.0772,38.1825,38.1224,38.0093,37.72,37.8075,38.2957,38.3209,38.1401,38.2743,38.3784,37.8931,38.1353,37.9509,38.2157,38.7426,38.4006,38.1554,38.4661,37.9167,37.7677,37.715,38.4882,38.167,37.9575,37.6936,37.8392,37.5799,39.4935,38.9624,38.5021,38.7903,38.5864,38.7261,38.1994,38.4446,38.153,38.2531,38.2639,39.0717,38.5665,38.5107
2085.2,38.6895,38.6336,39.0121,38.7233,38.5711,38.191,38.4137,38.0452,39.0745,38.6948,38.5143,38.5992,38.5959,38.4464,38.3612,38.3983,38.2377,38.0325,38.0396,38.8294,38.5868,38.278,38.5961,38.0901,38.4657,37.8849,38.9909,38.7682,38.4526,38.5076,38.4338,38.7926,38.4158,38.4526,38.4802,38.2442,38.3136,38.1351,37.8455,38.6581,38.5651,38.2686,38.3057,38.1147,38.2759,38.1989,38.2991,38.3963,38.3345,38.2204,37.9328,38.0052,38.5026,38.5203,38.3535,38.4761,38.5844,38.0977,38.3479,38.1559,38.4297,38.948,38.6049,38.3703,38.669,38.1233,37.9756,37.9189,38.7009,38.3773,38.1609,37.9009,38.0384,37.794,39.7019,39.1646,38.7119,38.9985,38.7939,38.9332,38.4021,38.6554,38.3687,38.4716,38.4772,39.2808,38.7944,38.7253
