distance_m,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
3525.0,69.0527,68.4008,69.4235,68.5662,68.2918,67.5985,67.8651,67.6377,69.0276,68.7927,68.3943,68.3658,68.211,68.0998,67.9628,68.2493,67.76,67.637,67.368,69.0626,68.536,67.7019,68.1435,67.7194,68.0987,67.5938,68.8024,68.4011,67.8264,68.0075,67.6554,68.3049,67.7009,68.0029,68.0488,67.8948,68.3366,67.4558,66.9871,68.5343,68.294,67.8657,67.6852,67.4755,68.1295,67.3815,68.408,68.2174,67.7669,67.8447,67.1906,67.177,68.3544,68.2292,68.0595,67.9984,68.3022,67.5682,68.2699,67.7025,67.766,68.6289,68.4214,68.0481,68.075,67.4287,67.5375,66.9173,68.4363,67.9216,67.4677,67.1155,66.9947,67.0926,70.3786,69.372,68.8162,69.2271,69.0076,68.4464,67.5239,68.3978,67.9493,67.939,68.0023,69.5346,69.1393,68.5963
3550.0,69.9469,69.305,70.3696,69.4983,69.1808,68.4722,68.7298,68.5463,69.9438,69.716,69.3382,69.2582,69.0694,68.978,68.815,69.16,68.6526,68.5538,68.2775,69.9796,69.4075,68.5628,69.0665,68.6365,68.9893,68.5096,69.7661,69.3035,68.6746,68.8823,68.5358,69.2112,68.5295,68.8549,68.9741,68.8337,69.3076,68.3932,67.8318,69.3904,69.1315,68.6811,68.5856,68.3063,69.0198,68.2443,69.2989,69.0776,68.593,68.7773,67.9964,68.0498,69.1908,69.1032,68.9515,68.888,69.2141,68.4642,69.1894,68.5858,68.5937,69.5055,69.2676,68.9479,68.9875,68.3036,68.4397,67.7586,69.3581,68.8497,68.4316,68.0159,67.8365,68.0188,71.3204,70.3813,69.7478,70.1612,70.0337,69.3329,68.3521,69.3017,68.8267,68.7735,68.8905,70.5206,70.073,69.6154
3575.0,70.9479,70.3075,71.3037,70.4637,70.1683,69.453,69.7275,69.5123,70.9593,70.7451,70.2921,70.2555,70.0493,69.9187,69.7889,70.1736,69.6422,69.5309,69.2338,70.9652,70.3757,69.5422,69.9904,69.5771,69.9647,69.4588,70.822,70.2923,69.6699,69.8803,69.5383,70.2457,69.5239,69.811,69.9433,69.8048,70.1886,69.3429,68.7766,70.378,70.1137,69.6516,69.5451,69.2737,70.0121,69.2152,70.2487,70.0621,69.5464,69.7274,68.9377,69.0243,70.2017,70.0698,69.9347,69.8407,70.1882,69.4448,70.1721,69.5861,69.5981,70.4858,70.2464,69.9648,69.9932,69.3123,69.44,68.7675,70.3987,69.8905,69.446,69.0004,68.8526,68.9725,72.3452,71.2757,70.6885,71.2053,70.9969,70.3507,69.3692,70.3049,69.8662,69.772,69.8965,71.622,71.1025,70.6296
3600.0,71.8146,71.0691,72.0695,71.2286,70.9846,70.2712,70.5604,70.2858,71.7933,71.5897,71.0583,71.0787,70.8816,70.742,70.6177,70.9955,70.4412,70.326,70.0053,71.7739,71.1979,70.3455,70.7215,70.3489,70.7905,70.2191,71.6184,71.0763,70.4839,70.6815,70.3976,71.07,70.4105,70.6769,70.7336,70.5626,70.8689,70.1027,69.5695,71.2583,70.9931,70.4984,70.3783,70.1101,70.7871,70.0372,71.0322,70.9063,70.4298,70.4946,69.7831,69.8414,71.0941,70.8721,70.7395,70.6319,70.8751,70.2133,70.937,70.3965,70.4506,71.2829,71.0856,70.7807,70.7873,70.1039,70.2511,69.5868,71.2298,70.7214,70.2365,69.7827,69.6787,69.7407,73.1599,71.9837,71.4632,72.0277,71.6949,71.1684,70.2306,71.1691,70.7154,70.6583,70.7025,72.4273,71.9369,71.4571
3625.0,72.4752,71.7118,72.6836,71.8305,71.5949,70.9142,71.1988,70.8734,72.4489,72.2229,71.6791,71.7028,71.5194,71.3575,71.2312,71.64,71.089,70.956,70.5996,72.36,71.8418,70.9717,71.2913,70.9506,71.4437,70.7963,72.2323,71.6789,71.1245,71.302,71.0482,71.7095,71.0674,71.3368,71.3393,71.1378,71.4286,70.704,70.1755,71.9434,71.7087,71.1427,71.0562,70.7717,71.4188,70.6684,71.6414,71.5605,71.1173,71.0935,70.4417,70.4571,71.7603,71.481,71.3624,71.2451,71.4469,70.8043,71.5353,71.043,71.1011,71.8713,71.755,71.425,71.3831,70.7012,70.8686,70.2017,71.8787,71.3508,70.8609,70.3948,70.3262,70.3356,73.787,72.5554,72.0773,72.6813,72.1972,71.8068,70.8987,71.7998,71.3697,71.313,71.3299,73.0313,72.5863,72.0926
3650.0,73.0296,72.2336,73.1939,72.3431,72.1526,71.4326,71.7198,71.392,72.9845,72.7456,72.194,72.231,72.0496,71.8672,71.7653,72.1717,71.603,71.4794,71.1241,72.8681,72.3845,71.4868,71.7879,71.4551,71.9533,71.2937,72.7684,72.1939,71.6602,71.8278,71.5965,72.2407,71.5951,71.8695,71.8553,71.6339,71.9109,71.2004,70.6958,72.4857,72.248,71.6767,71.5688,71.3282,71.9339,71.1998,72.1505,72.1047,71.6524,71.6045,70.971,70.9795,72.3109,71.9993,71.8891,71.766,71.9697,71.3267,72.0412,71.5852,71.6356,72.3607,72.3069,71.9542,71.8969,71.2214,71.3827,70.748,72.4016,71.879,71.3813,70.9229,70.8523,70.8331,74.3237,73.0417,72.5922,73.2119,72.7005,72.3277,71.4439,72.3359,71.9059,71.8558,71.8528,73.5558,73.1159,72.6184
3675.0,73.5019,72.7024,73.6584,72.8308,72.6335,71.9048,72.1984,71.8512,73.462,73.2167,72.6513,72.71,72.5314,72.3435,72.2431,72.641,72.0789,71.9492,71.5917,73.3221,72.8456,71.9507,72.2453,71.9101,72.4216,71.7455,73.2356,72.6646,72.1415,72.3035,72.0735,72.7087,72.0773,72.3382,72.3211,72.0913,72.348,71.654,71.161,72.9798,72.7264,72.1542,72.0279,71.8124,72.407,71.6712,72.6187,72.5718,72.1327,72.0674,71.4531,71.4478,72.7963,72.4595,72.3755,72.2434,72.4465,71.7879,72.4928,72.0626,72.1105,72.8162,72.7886,72.4319,72.3586,71.6962,71.8533,71.224,72.874,72.3401,71.8537,71.387,71.3215,71.2804,74.8083,73.4915,73.0612,73.6886,73.173,72.7995,71.924,72.8138,72.3823,72.3379,72.321,74.0205,73.5978,73.0826
3683.3,73.6494,72.8494,73.8038,72.9782,72.783,72.0526,72.3491,71.993,73.6134,73.3636,72.7956,72.8587,72.6838,72.4923,72.3903,72.7912,72.2299,72.0961,71.7379,73.4681,72.9931,72.0966,72.3893,72.0572,72.5694,71.8903,73.3804,72.8164,72.2971,72.4531,72.2282,72.8557,72.233,72.4872,72.4668,72.2341,72.4877,71.7985,71.309,73.1309,72.8762,72.3031,72.1755,71.965,72.5569,71.8196,72.7659,72.7196,72.2875,72.2115,71.6038,71.5958,72.9481,72.6042,72.532,72.3895,72.6044,71.9321,72.6377,72.213,72.2618,72.965,72.9411,72.5796,72.5051,71.8443,72.0022,71.3746,73.0243,72.4859,72.0005,71.532,71.4686,71.4192,74.9613,73.6343,73.2057,73.8394,73.3171,72.9475,72.0746,72.9653,72.5316,72.4875,72.4686,74.1708,73.7477,73.2297
3700.0,73.9403,73.1343,74.0889,73.2604,73.0706,72.3379,72.6357,72.2689,73.9036,73.6541,73.0783,73.145,72.975,72.775,72.677,73.0774,72.521,72.3825,72.0233,73.7503,73.2869,72.3835,72.6696,72.3394,72.8565,72.1714,73.6645,73.1091,72.5854,72.7435,72.5354,73.1402,72.527,72.7717,72.749,72.5154,72.7594,72.075,71.594,73.4214,73.1658,72.589,72.4679,72.2622,72.8483,72.0955,73.0478,73.0078,72.5757,72.4911,71.8877,71.8784,73.2398,72.884,72.8256,72.6748,72.8999,72.2041,72.9227,72.499,72.5495,73.254,73.2323,72.8665,72.7888,72.13,72.2853,71.6672,73.3151,72.7792,72.282,71.816,71.7557,71.69,75.2532,73.9104,73.4828,74.1291,73.5998,73.2357,72.3713,73.254,72.824,72.778,72.7551,74.4596,74.0366,73.5128
3725.0,74.3532,73.5431,74.483,73.6583,73.4849,72.7434,73.0509,72.6642,74.3153,74.0583,73.4855,73.5549,73.3837,73.1806,73.0873,73.4903,72.9384,72.7904,72.4296,74.158,73.6933,72.8013,73.0588,72.7475,73.2699,72.5793,74.0751,73.5232,72.9981,73.153,72.944,73.5545,72.9402,73.1823,73.1558,72.9225,73.1558,72.4745,72.0012,73.837,73.58,73.0032,72.8824,72.6725,73.2591,72.5017,73.4531,73.4225,72.9962,72.8924,72.2984,72.2896,73.6563,73.2892,73.2379,73.0851,73.3211,72.6034,73.3319,72.9109,72.9596,73.6676,73.6474,73.2721,73.1964,72.5394,72.6957,72.0777,73.7247,73.1896,72.6857,72.2377,72.1663,72.0951,75.6615,74.3036,73.8878,74.5408,74.0064,73.6468,72.7858,73.6746,73.2376,73.1957,73.1676,74.8682,74.4464,73.9286
3750.0,74.7451,73.9324,74.8689,74.041,73.8802,73.1327,73.4445,73.0525,74.7134,74.444,73.8735,73.9473,73.7752,73.5706,73.4825,73.8849,73.3349,73.1818,72.821,74.5519,74.088,73.1951,73.4337,73.1343,73.6618,72.9703,74.4648,73.9153,73.3918,73.5482,73.3412,73.9485,73.3378,73.5765,73.5451,73.3037,73.5342,72.8626,72.3895,74.2292,73.9763,73.3953,73.2749,73.0639,73.6497,72.8933,73.8457,73.8158,73.3913,73.2784,72.6941,72.6819,74.0496,73.679,73.627,73.4742,73.7165,72.9945,73.7209,73.3067,73.3548,74.0603,74.0414,73.6653,73.5831,72.93,73.0877,72.4686,74.1164,73.5882,73.0747,72.6326,72.5585,72.4863,76.0536,74.684,74.2694,74.9329,74.3989,74.0388,73.1808,74.0675,73.6389,73.5895,73.5602,75.263,74.8413,74.3212
3775.0,75.1225,74.3089,75.2418,74.4112,74.2616,73.5113,73.827,73.4303,75.0946,74.8275,74.2506,74.3263,74.1527,73.9477,73.8602,74.2697,73.719,73.5623,73.2006,74.9274,74.4687,73.5752,73.8039,73.5114,74.045,73.3483,74.8463,74.2954,73.7717,73.936,73.7237,74.3335,73.7233,73.9532,73.9248,73.6617,73.9051,73.241,72.765,74.6108,74.3587,73.7765,73.6551,73.4417,74.0299,73.2729,74.2218,74.1983,73.7717,73.6504,73.0762,73.0575,74.4276,74.0571,74.0059,73.8515,74.0983,73.372,74.0996,73.688,73.7356,74.4378,74.4214,74.0476,73.9607,73.3059,73.4644,72.8457,74.4895,73.9687,73.4537,73.0085,72.9347,72.8622,76.429,75.0525,74.6302,75.3106,74.7763,74.4216,73.5651,74.4474,74.0204,73.9699,73.9417,75.6428,75.2241,74.7024
3800.0,75.4906,74.6764,75.6047,74.7785,74.6302,73.8812,74.1984,73.7988,75.4668,75.2005,74.6161,74.6959,74.5198,74.3174,74.229,74.6409,74.0915,73.9328,73.5679,75.2989,74.838,73.9461,74.1669,73.876,74.4168,73.7156,75.2141,74.6653,74.1421,74.3091,74.095,74.7059,74.0983,74.323,74.2895,74.0163,74.2651,73.6052,73.13,74.9816,74.7304,74.1451,74.0239,73.8115,74.3997,73.6392,74.5871,74.5709,74.1409,74.0144,73.4452,73.4231,74.798,74.4223,74.3733,74.2172,74.4668,73.7414,74.4691,74.055,74.1029,74.8097,74.791,74.4219,74.329,73.6753,73.8312,73.2125,74.8471,74.338,73.8193,73.3764,73.2982,73.2277,76.7983,75.4094,74.9938,75.6784,75.1446,74.7921,73.9365,74.8214,74.39,74.3416,74.3113,76.0129,75.5947,75.073
3825.0,75.8498,75.0324,75.9594,75.135,74.9927,74.2443,74.5609,74.1585,75.8271,75.5648,74.9771,75.0579,74.8799,74.6779,74.5896,75.005,74.4597,74.2936,73.9281,75.662,75.1957,74.3056,74.5242,74.2343,74.7779,74.0765,75.575,75.0276,74.5033,74.6744,74.4578,75.0712,74.4665,74.6831,74.6457,74.3757,74.6165,73.9606,73.4865,75.3441,75.0947,74.5075,74.3833,74.1745,74.7598,73.9985,74.9457,74.9273,74.5001,74.3723,73.8068,73.7819,75.1592,74.7799,74.729,74.575,74.827,74.1032,74.8302,74.4142,74.4637,75.1703,75.1519,74.7852,74.6878,74.037,74.1922,73.5724,75.2052,74.6971,74.1767,73.7343,73.6573,73.5867,77.1594,75.7581,75.3493,76.0395,75.5054,75.1546,74.3008,75.1851,74.7492,74.7046,74.6719,76.3741,75.957,75.4348
3850.0,76.1999,75.3739,76.3094,75.4842,75.3483,74.5986,74.9169,74.5114,76.1796,75.922,75.3284,75.4127,75.231,75.0319,74.9425,75.3636,74.8141,74.6502,74.2812,76.0148,75.5496,74.659,74.8741,74.5865,75.1317,74.4307,75.9299,75.3841,74.8621,75.0345,74.8118,75.4278,74.8234,75.035,74.9953,74.7282,74.9635,74.3099,73.8364,75.7019,75.4515,74.8624,74.7362,74.5296,75.112,74.3532,75.2975,75.2793,74.8537,74.7208,74.1619,74.1372,75.5134,75.1339,75.0808,74.9279,75.1809,74.4547,75.1849,74.7671,74.8179,75.5243,75.5069,75.14,75.0405,74.39,74.5453,73.9252,75.5587,75.0522,74.5293,74.0836,74.01,73.9391,77.5125,76.1029,75.6999,76.3923,75.8575,75.5085,74.6582,75.539,75.1027,75.0613,75.0233,76.7193,76.3127,75.7886
3875.0,76.543,75.7101,76.6549,75.827,75.6988,74.9481,75.2676,74.8584,76.5305,76.2728,75.6743,75.7598,75.5784,75.38,75.29,75.7132,75.1657,74.9986,74.6291,76.3632,75.8982,75.0071,75.2176,74.9328,75.4795,74.7774,76.2805,75.7326,75.2113,75.3866,75.1632,75.778,75.1741,75.3804,75.3397,75.0734,75.3042,74.6541,74.1802,76.051,75.8044,75.2124,75.0825,74.8799,75.4597,74.7027,75.6434,75.6269,75.1978,75.0649,74.5103,74.4826,75.8626,75.4816,75.4288,75.2753,75.5305,74.802,75.5294,75.1147,75.1658,75.8706,75.8551,75.4901,75.3873,74.7366,74.8903,74.2744,75.9054,75.3989,74.875,74.4297,74.3599,74.2845,77.8591,76.4405,76.0438,76.7409,76.205,75.8565,75.0091,75.8871,75.4513,75.4073,75.3696,77.0545,76.6625,76.1375
3900.0,76.8828,76.0484,76.9928,76.164,76.0449,75.2929,75.6128,75.2002,76.8756,76.6183,76.0141,76.1007,75.9193,75.7231,75.6337,76.0567,75.511,75.3409,74.9698,76.7059,76.2392,75.35,75.558,75.2727,75.8227,75.1209,76.624,76.0764,75.5555,75.7338,75.505,76.1239,75.5188,75.7206,75.6775,75.4129,75.6384,74.993,74.5175,76.3945,76.1508,75.5577,75.4234,75.2238,75.8027,75.0471,75.982,75.9688,75.5378,75.4029,74.8525,74.8231,76.2063,75.8234,75.7719,75.6176,75.8745,75.1446,75.8732,75.4554,75.5086,76.2117,76.1958,75.832,75.7302,75.0816,75.2329,74.615,76.2472,75.7385,75.2134,74.7687,74.7038,74.6232,78.2008,76.774,76.3796,77.0857,76.5522,76.1971,75.3561,76.2337,75.793,75.7504,75.7114,77.3906,77.0054,76.4792
3925.0,77.2215,76.3797,77.3272,76.4978,76.3827,75.6309,75.9558,75.5393,77.2142,76.9596,76.3507,76.4395,76.2547,76.0627,75.9736,76.3939,75.8501,75.6783,75.3061,77.0428,76.575,75.6868,75.8907,75.6067,76.1605,75.4575,76.962,76.4146,75.8953,76.0743,75.844,76.464,75.8598,76.0552,76.0093,75.7469,75.9691,75.3244,74.8513,76.7313,76.4915,75.8938,75.7589,75.5594,76.1412,75.3846,76.3154,76.3056,75.8733,75.7353,75.1894,75.158,76.5466,76.1622,76.1127,75.9555,76.2138,75.4838,76.2087,75.7925,75.8461,76.5474,76.5311,76.1703,76.0657,75.4208,75.5758,74.9528,76.5817,76.0747,75.5492,75.103,75.0402,74.9579,78.5373,77.1032,76.7104,77.4258,76.892,76.5295,75.6979,76.5734,76.1313,76.0889,76.0488,77.7285,77.3446,76.8177
3950.0,77.5525,76.7104,77.6572,76.8277,76.7148,75.9632,76.2919,75.873,77.5477,77.2944,76.6821,76.7773,76.5862,76.3982,76.3087,76.7277,76.1857,76.0101,75.6361,77.3747,76.9086,76.0202,76.2198,75.9385,76.4927,75.7892,77.2963,76.7479,76.2302,76.4122,76.177,76.7987,76.1966,76.3849,76.3365,76.0782,76.2966,75.6533,75.1791,77.0642,76.8288,76.2257,76.0906,75.8923,76.4745,75.7178,76.6439,76.6402,76.2056,76.0636,75.5241,75.4882,76.8813,76.4949,76.4495,76.2878,76.5485,75.8163,76.5414,76.1241,76.1796,76.8786,76.8628,76.5037,76.3972,75.7553,75.9114,75.2861,76.9127,76.4052,75.8794,75.4325,75.3727,75.287,78.8682,77.4281,77.0369,77.759,77.2249,76.8591,76.0341,76.9078,76.4641,76.4218,76.3818,78.0625,77.6789,77.1502
3975.0,77.8782,77.0368,77.9826,77.1534,77.0436,76.2924,76.6266,76.201,77.8813,77.6248,77.0087,77.1066,76.9158,76.729,76.641,77.0549,76.5161,76.3382,75.964,77.7014,77.237,76.3481,76.5465,76.2659,76.82,76.1168,77.6301,77.0778,76.5605,76.7463,76.5078,77.1306,76.5271,76.7122,76.6619,76.4044,76.6211,75.9773,75.5037,77.3939,77.1608,76.5535,76.4196,76.2213,76.8048,76.0466,76.9684,76.9667,76.536,76.3889,75.8545,75.8164,77.212,76.824,76.7801,76.6166,76.8798,76.1452,76.8715,76.4537,76.509,77.2057,77.1898,76.8335,76.7265,76.0859,76.2406,75.6134,77.2415,76.7323,76.2062,75.7589,75.6997,75.612,79.1954,77.748,77.3597,78.0881,77.5548,77.1892,76.3671,77.2373,76.7949,76.7499,76.7122,78.3923,78.0084,77.479
4000.0,78.2012,77.3592,78.3042,77.4761,77.3677,76.6194,76.9528,76.5265,78.2082,77.9526,77.3338,77.4293,77.2422,77.057,76.9703,77.3806,76.8443,76.6623,76.2884,78.0256,77.5609,76.6709,76.8709,76.59,77.1471,76.4408,77.9568,77.4035,76.8892,77.0767,76.8354,77.459,76.8559,77.0357,76.9819,76.7276,76.9417,76.2994,75.8248,77.7192,77.4889,76.8775,76.7446,76.5479,77.1298,76.3717,77.2899,77.2902,76.859,76.7098,76.1805,76.1411,77.5381,77.1499,77.1096,76.9412,77.2063,76.4689,77.198,76.7797,76.8362,77.5305,77.5125,77.1611,77.0524,76.4131,76.5676,75.9384,77.5656,77.0564,76.53,76.0833,76.0239,75.9358,79.5189,78.0646,77.6792,78.4105,77.8803,77.5162,76.697,77.5637,77.1214,77.0718,77.0378,78.7194,78.335,77.8061
4025.0,78.5212,77.6787,78.6242,77.7969,77.689,76.9443,77.2776,76.8477,78.53,78.2775,77.6573,77.7494,77.5651,77.3804,77.2956,77.7044,77.1668,76.985,76.6101,78.3481,77.882,76.9917,77.193,76.9119,77.4713,76.7624,78.2808,77.7263,77.2149,77.4039,77.1599,77.7836,77.1789,77.3552,77.2984,77.047,77.2601,76.6181,76.1436,78.041,77.814,77.1987,77.0675,76.8721,77.4516,76.694,77.6089,77.6127,77.1787,77.0299,76.5037,76.4612,77.8614,77.472,77.4319,77.2627,77.5294,76.7889,77.5218,77.1038,77.16,77.8531,77.8341,77.4854,77.3748,76.7372,76.8897,76.2599,77.8893,77.3773,76.8512,76.4044,76.3443,76.2558,79.8394,78.378,77.9951,78.7306,78.2016,77.839,77.0233,77.8875,77.4458,77.3902,77.3604,79.0433,78.6594,78.1302
4040.2,78.7144,77.871,78.8175,77.991,77.8832,77.1397,77.4738,77.0424,78.7236,78.4734,77.8525,77.9435,77.7594,77.5748,77.4921,77.8999,77.3624,77.1797,76.8048,78.5414,78.0755,77.1862,77.3875,77.1064,77.6658,76.9563,78.4764,77.9213,77.4101,77.6012,77.3555,77.9794,77.3746,77.5479,77.4899,77.2401,77.4527,76.8108,76.3366,78.2348,78.009,77.3928,77.2624,77.0688,77.6466,76.8889,77.8012,77.8068,77.3719,77.2246,76.6979,76.6544,78.0571,77.6663,77.6262,77.4571,77.7242,76.9824,77.7171,77.2995,77.3547,78.047,78.0277,77.6818,77.5692,76.9328,77.0851,76.4547,78.0834,77.5711,77.0449,76.5975,76.5371,76.449,80.0335,78.5673,78.1869,78.9247,78.3959,78.0343,77.2202,78.0831,77.6428,77.5838,77.5551,79.2383,78.8551,78.3257
4050.0,78.8391,77.995,78.9421,78.1159,78.0082,77.2657,77.6003,77.1677,78.8483,78.6001,77.9775,78.0688,77.8847,77.7002,77.6187,78.0256,77.4884,77.305,76.9299,78.6663,78.2,77.3116,77.5115,77.2314,77.791,77.0815,78.602,78.047,77.5357,77.7283,77.4815,78.1053,77.5006,77.6722,77.613,77.3649,77.5768,76.9348,76.4611,78.3596,78.1344,77.5176,77.3878,77.1958,77.7722,77.0145,77.9246,77.9317,77.4964,77.3494,76.8234,76.7792,78.1829,77.7907,77.7515,77.5824,77.8499,77.1069,77.8426,77.4249,77.4801,78.172,78.1521,77.8082,77.6947,77.0588,77.2107,76.5802,78.2083,77.6962,77.1698,76.7221,76.6613,76.5736,80.1585,78.689,78.3101,79.0499,78.521,78.1598,77.3469,78.209,77.7701,77.7089,77.6809,79.364,78.9803,78.4518
4075.0,79.1543,78.3099,79.2571,78.4318,78.3246,77.5846,77.9204,77.4841,79.1654,78.9213,78.2951,78.3866,78.2012,78.018,77.9382,78.3442,77.8076,77.6233,77.2476,78.9826,78.5149,77.6284,77.8262,77.5476,78.1086,77.3965,78.9209,78.3649,77.8535,78.0508,77.8015,78.4248,77.8202,77.9865,77.9259,77.6817,77.8911,77.2494,76.7768,78.6752,78.4539,77.8344,77.7047,77.5184,78.0892,77.3316,78.2376,78.2486,77.8115,77.6637,77.1413,77.0955,78.5,78.1069,78.0681,77.8996,78.1676,77.423,78.1607,77.7441,77.7974,78.4906,78.4687,78.1291,78.0135,77.3769,77.5286,76.8982,78.5252,78.0132,77.4856,77.0394,76.9758,76.8892,80.4763,78.9982,78.6222,79.3674,78.8385,78.4787,77.6684,78.528,78.0901,78.0267,77.9987,79.6833,79.2983,78.7713
4100.0,79.4667,78.623,79.5691,78.7456,78.638,77.902,78.2385,77.799,79.4814,79.2396,78.6111,78.7029,78.5162,78.3347,78.2556,78.6602,78.1253,77.9386,77.563,79.2967,78.8279,77.9432,78.139,77.8636,78.4235,77.7118,79.239,78.6813,78.1696,78.3714,78.1193,78.7414,78.1382,78.2978,78.2367,77.9951,78.2033,77.5624,77.0886,78.9897,78.7695,78.149,78.0199,77.8385,78.4042,77.6463,78.5499,78.5643,78.1242,77.9762,77.4555,77.4096,78.8152,78.4219,78.3834,78.2148,78.4827,77.7364,78.4769,78.0603,78.1125,78.8062,78.7828,78.4474,78.3306,77.6933,77.8457,77.2146,78.8394,78.328,77.7984,77.3537,77.2876,77.2022,80.7913,79.3056,78.9339,79.6812,79.1536,78.7963,77.9882,78.846,78.4055,78.3421,78.3153,79.9997,79.615,79.0887
4125.0,79.7771,78.9337,79.8805,79.0584,78.9502,78.2181,78.5545,78.1122,79.7948,79.5552,78.9241,79.0173,78.83,78.6479,78.5711,78.9745,78.4413,78.2523,77.8763,79.6089,79.1397,78.2551,78.4501,78.1779,78.7358,78.0242,79.554,78.9956,78.4844,78.6901,78.4352,79.0555,78.4535,78.6076,78.5465,78.3064,78.5139,77.8734,77.3986,79.3025,79.084,78.4616,78.3331,78.1567,78.717,77.9596,78.8612,78.877,78.4359,78.2871,77.7684,77.7224,79.1276,78.7353,78.696,78.528,78.7959,78.0482,78.7916,78.3737,78.4262,79.1214,79.0955,78.7645,78.6464,78.0084,78.1613,77.5301,79.1511,78.6403,78.11,77.6662,77.5985,77.512,81.1047,79.6122,79.243,79.9931,79.4669,79.1112,78.3062,79.1617,78.7193,78.6556,78.6303,80.3155,79.9304,79.4031
4150.0,80.0875,79.2428,80.1905,79.3709,79.2625,78.5332,78.871,78.4257,80.1074,79.8699,79.237,79.3303,79.1421,78.9597,78.8848,79.2886,78.7558,78.5651,78.1887,79.9191,79.4509,78.5657,78.7588,78.489,79.0474,78.3358,79.8691,79.3084,78.798,79.0071,78.7494,79.369,78.7678,78.9122,78.8551,78.6177,78.8244,78.1825,77.7078,79.6137,79.3981,78.7738,78.6448,78.4727,79.0291,78.2708,79.1712,79.1893,78.7459,78.5972,78.0814,78.0349,79.4383,79.0476,79.0068,78.839,79.1079,78.3586,79.1046,78.6866,78.7376,79.4358,79.4067,79.0809,78.9608,78.3229,78.4756,77.8434,79.4623,78.9512,78.4203,77.9772,77.9088,77.822,81.4164,79.9181,79.5521,80.3039,79.7789,79.425,78.6229,79.4769,79.0323,78.9676,78.9438,80.6301,80.2441,79.7166
4175.0,80.3951,79.547,80.5019,79.6829,79.576,78.8485,79.1881,78.7396,80.4181,80.1835,79.5492,79.6416,79.4535,79.2709,79.1954,79.6017,79.07,78.8773,78.5007,80.2296,79.7604,78.8766,79.0675,78.8008,79.3603,78.6472,80.1831,79.6199,79.1107,79.323,79.0618,79.6824,79.081,79.2421,79.1634,78.9288,79.1289,78.4915,78.016,79.925,79.7197,79.0873,78.9565,78.7889,79.3413,78.5811,79.4812,79.4999,79.0549,78.9075,78.3953,78.347,79.7476,79.3566,79.3166,79.1498,79.4188,78.6677,79.4154,78.998,79.0481,79.751,79.7169,79.3984,79.2739,78.6386,78.7895,78.1569,79.7717,79.2611,78.7295,78.2858,78.2174,78.1312,81.7281,80.2353,79.8599,80.6135,80.0911,79.7379,78.9372,79.7895,79.3432,79.2786,79.2554,80.9415,80.5568,80.0286
4200.0,80.7423,79.8854,80.8398,80.0095,79.8993,79.163,79.5018,79.0659,80.7313,80.4986,79.8713,79.9535,79.7626,79.5874,79.5126,79.9182,79.3832,79.1897,78.8077,80.5543,80.0729,79.1953,79.3922,79.1275,79.6857,78.9627,80.5241,79.9378,79.4317,79.6389,79.3932,80.0015,79.3942,79.6367,79.4954,79.2635,79.4676,78.8147,78.3364,80.2382,80.0584,79.4005,79.2757,79.1085,79.6777,78.914,79.8016,79.8158,79.3776,79.2286,78.7096,78.6666,80.0623,79.6747,79.6341,79.4606,79.7299,78.9831,79.723,79.3098,79.3593,80.0701,80.0414,79.7179,79.5882,78.9598,79.105,78.4699,80.0853,79.5714,79.0526,78.6041,78.5531,78.4382,82.0417,80.5957,80.1862,80.9303,80.4111,80.0503,79.2513,80.1073,79.6504,79.5899,79.5682,81.2614,80.8772,80.358
4225.0,81.1717,80.276,81.2537,80.4031,80.2617,79.525,79.8623,79.4435,81.0916,80.8763,80.2848,80.3253,80.1294,79.9532,79.8935,80.2856,79.722,79.5274,79.1691,80.9623,80.4515,79.5656,79.8055,79.5204,80.0491,79.3534,80.9252,80.3086,79.8148,79.9977,79.7617,80.3711,79.7423,80.0875,79.8842,79.6786,79.8617,79.1999,78.7522,80.5721,80.4503,79.7525,79.6206,79.448,80.0464,79.2783,80.1893,80.1926,79.7477,79.6053,79.0573,79.0402,80.4257,80.0566,80.0124,79.827,80.0956,79.3351,80.1072,79.6661,79.7186,80.472,80.4264,80.0871,79.9857,79.3291,79.4557,78.8479,80.4524,79.9531,79.4655,79.0043,78.9591,78.8402,82.4201,81.0244,80.5903,81.3247,80.8037,80.4363,79.632,80.4926,79.9999,79.9338,79.9282,81.6589,81.2923,80.7475
